[04-08 15:02:24.891]create bugbear471  pos = 91765 123732, angle = 145, rTime = 60
[04-08 15:02:26.454]create bugbear698  pos = 20841 115785, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 21410 113430, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 22161 113139, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 21453 111330, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 21348 111903, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 19077 108710, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 23225 105979, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 23591 106411, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 24911 105332, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 26699 102755, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 27652 103609, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 24526 99994, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 25957 100217, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 29598 101127, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 31978 101175, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 34578 100571, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 33106 105108, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 17512 101820, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 14550 100345, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 10812 103590, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 5644 103383, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 8285 105410, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 6334 106786, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 4905 108884, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 5296 109818, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 4454 110589, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 10288 108615, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 11278 108695, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 6197 112092, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 6514 114945, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 5852 117233, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 5641 120983, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 6377 121802, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 5645 126233, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 7250 126178, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 6591 124970, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 7822 127806, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 6678 130515, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 5232 133185, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 7895 133372, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 7715 143688, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 20439 141466, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 15614 143902, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 13747 142654, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 13057 142741, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 14685 139690, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 15639 138523, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 17534 137488, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 11882 135540, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 9064 140002, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 8241 140809, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 9507 143844, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 11344 142180, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 12943 138729, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 25920 135169, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 26663 134561, angle = 145, rTime = 300
[04-08 15:02:26.455]create bugbear698  pos = 21282 131306, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 22102 130688, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 20491 129940, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 23632 127923, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 24569 127752, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 23321 124136, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 24443 124358, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 21478 122723, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 18870 120254, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 16624 117934, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 18250 116173, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 18967 116693, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 17271 113953, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 15863 110187, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 12828 112236, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 10576 114695, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 11536 118921, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 10698 123270, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 11578 122176, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 13038 122930, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 16164 124499, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 17308 127080, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 15174 129527, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 13616 127927, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 10994 129899, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 10404 127495, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 16326 132572, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 27403 121613, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 16479 133385, angle = 145, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 29483 123687, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 30324 122853, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 32334 123852, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 35238 124959, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 34262 127731, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 31576 129389, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 33860 114527, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 33383 118968, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 33999 118560, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 37148 119614, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 35346 121499, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 26227 113546, angle = 0, rTime = 300
[04-08 15:02:26.456]create bugbear698  pos = 38553 71242, angle = 145, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 5442 47313, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 7729 46479, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 6054 48871, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 8759 48454, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 10137 45810, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 10719 47601, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 10586 49639, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 5296 50630, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 6256 52324, angle = 235, rTime = 120
[04-08 15:02:26.456]create bugbear696  pos = 10543 52532, angle = 235, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 10533 51995, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 9733 50613, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 9292 47973, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 12049 47096, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 5891 47833, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 8174 46944, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 6158 51323, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 4784 53704, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 5512 55341, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 4971 57854, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear695  pos = 5894 58352, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear695  pos = 5092 59365, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear695  pos = 7036 60322, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 6538 60213, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 5282 61626, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 6096 62618, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 7591 63762, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 7253 64412, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 5383 65559, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 8109 66471, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 5862 67720, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 6048 69226, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 5134 70912, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 7602 71855, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 9458 71128, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 11162 68948, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 11013 67931, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 12581 69037, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 11616 65604, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 11296 62715, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 12795 63626, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 7263 70710, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 4882 74701, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 5131 76813, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 6551 76707, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 5097 79089, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 7581 79892, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 4913 81214, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 5403 81888, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 4917 82876, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear696  pos = 6074 82739, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 5813 87531, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 5530 88436, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 6976 88529, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 8197 87537, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear697  pos = 6884 90231, angle = 145, rTime = 120
[04-08 15:02:26.457]create bugbear698  pos = 6442 89079, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear698  pos = 6444 87724, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear710  pos = 5902 87900, angle = 145, rTime = 1800
[04-08 15:02:26.458]create bugbear698  pos = 4765 88078, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 8833 91643, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 6370 91403, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 12010 90720, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 14188 91248, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 14062 89600, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 12873 88129, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 10228 89559, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 11237 86900, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 11693 88785, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 10418 84872, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 9878 85886, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear695  pos = 13169 82341, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear695  pos = 13794 83414, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear695  pos = 12577 83681, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 12725 83096, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 13910 85949, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 16294 85738, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 15160 87402, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 17405 89941, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 18532 88519, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 18980 90784, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 22414 90403, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 23013 88353, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear695  pos = 24365 90051, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear695  pos = 25369 89022, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 30129 88860, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 28934 90570, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 28790 89030, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 28853 89813, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 29886 89690, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 26455 91084, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 26234 90402, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 25344 91109, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 25711 91603, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 25414 90318, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear698  pos = 26404 91754, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear710  pos = 25904 91059, angle = 145, rTime = 1800
[04-08 15:02:26.458]create bugbear698  pos = 24650 91338, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear698  pos = 34131 89592, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear698  pos = 33279 91068, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 35168 90878, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 36838 91394, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 39620 91317, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 40252 90023, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 42278 91690, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 42150 89782, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 44516 90613, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 35030 79613, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 41282 88351, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 42648 88754, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 41447 89609, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 48266 89612, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 48220 87737, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 47903 85804, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 46026 83210, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 46107 84454, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 48590 82089, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 49589 81246, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 49628 85114, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 48452 83347, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear697  pos = 46505 81224, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 47834 80453, angle = 145, rTime = 120
[04-08 15:02:26.458]create bugbear696  pos = 49296 78778, angle = 145, rTime = 120
